id	title	frequency	units
ADOPLW1619	Civilian Labor Force - Associate Degree - Occupational Program, 16 to 19 years, Women	Monthly	Thousands of Persons
ADOPLW16O	Civilian Labor Force - Associate Degree - Occupational Program, 16 years and over, Women	Monthly	Thousands of Persons
ADOPLW1819	Civilian Labor Force - Associate Degree - Occupational Program, 18 to 19 years, Women	Monthly	Thousands of Persons
ADOPLW2024	Civilian Labor Force - Associate Degree - Occupational Program, 20 to 24 years, Women	Monthly	Thousands of Persons
ADOPLW2534	Civilian Labor Force - Associate Degree - Occupational Program, 25 to 34 years, Women	Monthly	Thousands of Persons
ADOPLW2564	Civilian Labor Force - Associate Degree - Occupational Program, 25 to 64 years, Women	Monthly	Thousands of Persons
ADOPLW25O	Civilian Labor Force - Associate Degree - Occupational Program, 25 years and over, Women	Monthly	Thousands of Persons
ADOPLW3544	Civilian Labor Force - Associate Degree - Occupational Program, 35 to 44 years, Women	Monthly	Thousands of Persons
ADOPLW4554	Civilian Labor Force - Associate Degree - Occupational Program, 45 to 54 years, Women	Monthly	Thousands of Persons
ADOPLW5564	Civilian Labor Force - Associate Degree - Occupational Program, 55 to 64 years, Women	Monthly	Thousands of Persons
ADOPLW65O	Civilian Labor Force - Associate Degree - Occupational Program, 65 years and over, Women	Monthly	Thousands of Persons
ADOPU1617	Unemployment Level - Associate Degree - Occupational Program, 16 to 17 years	Monthly	Thousands of Persons
ADOPU1619	Unemployment Level - Associate Degree - Occupational Program, 16 to 19 years	Monthly	Thousands of Persons
ADOPU16O	Unemployment Level - Associate Degree - Occupational Program, 16 years and over	Monthly	Thousands of Persons
ADOPU1819	Unemployment Level - Associate Degree - Occupational Program, 18 to 19 years	Monthly	Thousands of Persons
ADOPU2024	Unemployment Level - Associate Degree - Occupational Program, 20 to 24 years	Monthly	Thousands of Persons
ADOPU2534	Unemployment Level - Associate Degree - Occupational Program, 25 to 34 years	Monthly	Thousands of Persons
ADOPU2564	Unemployment Level - Associate Degree - Occupational Program, 25 to 64 years	Monthly	Thousands of Persons
ADOPU25O	Unemployment Level - Associate Degree - Occupational Program, 25 years and over	Monthly	Thousands of Persons
ADOPU3544	Unemployment Level - Associate Degree - Occupational Program, 35 to 44 years	Monthly	Thousands of Persons
ADOPU4554	Unemployment Level - Associate Degree - Occupational Program, 45 to 54 years	Monthly	Thousands of Persons
ADOPU5564	Unemployment Level - Associate Degree - Occupational Program, 55 to 64 years	Monthly	Thousands of Persons
ADOPU65O	Unemployment Level - Associate Degree - Occupational Program, 65 years and over	Monthly	Thousands of Persons
ADOPUM1617	Unemployment Level - Associate Degree - Occupational Program, 16 to 17 years, Men	Monthly	Thousands of Persons
ADOPUM1619	Unemployment Level - Associate Degree - Occupational Program, 16 to 19 years, Men	Monthly	Thousands of Persons
ADOPUM16O	Unemployment Level - Associate Degree - Occupational Program, 16 years and over, Men	Monthly	Thousands of Persons
ADOPUM1819	Unemployment Level - Associate Degree - Occupational Program, 18 to 19 years, Men	Monthly	Thousands of Persons
ADOPUM2024	Unemployment Level - Associate Degree - Occupational Program, 20 to 24 years, Men	Monthly	Thousands of Persons
ADOPUM2534	Unemployment Level - Associate Degree - Occupational Program, 25 to 34 years, Men	Monthly	Thousands of Persons
ADOPUM2564	Unemployment Level - Associate Degree - Occupational Program, 25 to 64 years, Men	Monthly	Thousands of Persons
ADOPUM25O	Unemployment Level - Associate Degree - Occupational Program, 25 years and over, Men	Monthly	Thousands of Persons
ADOPUM3544	Unemployment Level - Associate Degree - Occupational Program, 35 to 44 years, Men	Monthly	Thousands of Persons
ADOPUM4554	Unemployment Level - Associate Degree - Occupational Program, 45 to 54 years, Men	Monthly	Thousands of Persons
ADOPUM5564	Unemployment Level - Associate Degree - Occupational Program, 55 to 64 years, Men	Monthly	Thousands of Persons
ADOPUM65O	Unemployment Level - Associate Degree - Occupational Program, 65 years and over, Men	Monthly	Thousands of Persons
ADOPUW1617	Unemployment Level - Associate Degree - Occupational Program, 16 to 17 years, Women	Monthly	Thousands of Persons
ADOPUW1619	Unemployment Level - Associate Degree - Occupational Program, 16 to 19 years, Women	Monthly	Thousands of Persons
ADOPUW16O	Unemployment Level - Associate Degree - Occupational Program, 16 years and over, Women	Monthly	Thousands of Persons
ADOPUW1819	Unemployment Level - Associate Degree - Occupational Program, 18 to 19 years, Women	Monthly	Thousands of Persons
ADOPUW2024	Unemployment Level - Associate Degree - Occupational Program, 20 to 24 years, Women	Monthly	Thousands of Persons
ADOPUW2534	Unemployment Level - Associate Degree - Occupational Program, 25 to 34 years, Women	Monthly	Thousands of Persons
ADOPUW2564	Unemployment Level - Associate Degree - Occupational Program, 25 to 64 years, Women	Monthly	Thousands of Persons
ADOPUW25O	Unemployment Level - Associate Degree - Occupational Program, 25 years and over, Women	Monthly	Thousands of Persons
ADOPUW3544	Unemployment Level - Associate Degree - Occupational Program, 35 to 44 years, Women	Monthly	Thousands of Persons
ADOPUW4554	Unemployment Level - Associate Degree - Occupational Program, 45 to 54 years, Women	Monthly	Thousands of Persons
ADOPUW5564	Unemployment Level - Associate Degree - Occupational Program, 55 to 64 years, Women	Monthly	Thousands of Persons
ADOPUW65O	Unemployment Level - Associate Degree - Occupational Program, 65 years and over, Women	Monthly	Thousands of Persons
AHECONS	Average Hourly Earnings of Production and Nonsupervisory Employees, Construction	Monthly	Dollars per Hour
AHEMAN	Average Hourly Earnings of Production and Nonsupervisory Employees, Manufacturing	Monthly	Dollars per Hour
AHETPI	Average Hourly Earnings of Production and Nonsupervisory Employees, Total Private	Monthly	Dollars per Hour
AWHAE	Indexes of Aggregate Weekly Hours of All Employees, Total Private	Monthly	Index 2007=100
AWHAECON	Average Weekly Hours of All Employees, Construction	Monthly	Hours
AWHAEDG	Average Weekly Hours of All Employees, Durable Goods	Monthly	Hours
AWHAEEHS	Average Weekly Hours of All Employees, Education and Health Services	Monthly	Hours
AWHAEFA	Average Weekly Hours of All Employees, Financial Activities	Monthly	Hours
AWHAEGP	Average Weekly Hours of All Employees, Goods-Producing	Monthly	Hours
AWHAEINFO	Average Weekly Hours of All Employees, Information	Monthly	Hours
AWHAELAH	Average Weekly Hours of All Employees, Leisure and Hospitality	Monthly	Hours
AWHAEMAL	Average Weekly Hours of All Employees, Mining and Logging	Monthly	Hours
AWHAEMAN	Average Weekly Hours of All Employees, Manufacturing	Monthly	Hours
AWHAENDG	Average Weekly Hours of All Employees, Nondurable Goods	Monthly	Hours
AWHAEOS	Average Weekly Hours of All Employees, Other Services	Monthly	Hours
AWHAEPBS	Average Weekly Hours of All Employees, Professional and Business Services	Monthly	Hours
AWHAEPSP	Average Weekly Hours of All Employees, Private Service-Providing	Monthly	Hours
AWHAERT	Average Weekly Hours of All Employees, Retail Trade	Monthly	Hours
AWHAETAW	Average Weekly Hours of All Employees, Transportation and Warehousing	Monthly	Hours
AWHAETP	Average Weekly Hours of All Employees, Total Private	Monthly	Hours
AWHAETTU	Average Weekly Hours of All Employees, Trade, Transportation, and Utilities	Monthly	Hours
AWHAEUTIL	Average Weekly Hours of All Employees, Utilities	Monthly	Hours
AWHAEWT	Average Weekly Hours of All Employees, Wholesale Trade	Monthly	Hours
AWHI	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Total Private	Monthly	Index 2002=100
AWHMAN	Average Weekly Hours of Production and Nonsupervisory Employees, Manufacturing	Monthly	Hours
AWHNONAG	Average Weekly Hours of Production and Nonsupervisory Employees, Total Private	Monthly	Hours
AWOTMAN	Average Weekly Overtime Hours of Production and Nonsupervisory Employees, Manufacturing	Monthly	Hours
CE16OV	Employment Level	Monthly	Thousands of Persons
CES0000000010	Women Employees, Total Nonfarm	Monthly	Thousands of Persons
CES0000000039	Women Employees-To-All Employees Ratio: Total Nonfarm	Monthly	Percent
CES0500000003	Average Hourly Earnings of All Employees, Total Private	Monthly	Dollars per Hour
CES0500000006	Production and Nonsupervisory Employees, Total Private	Monthly	Thousands of Persons
CES0500000010	Women Employees, Total Private	Monthly	Thousands of Persons
CES0500000011	Average Weekly Earnings of All Employees, Total Private	Monthly	Dollars per Week
CES0500000017	Indexes of Aggregate Weekly Payrolls of All Employees, Total Private	Monthly	Index 2007=100
CES0500000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Total Private	Monthly	Dollars per Week
CES0500000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Total Private	Monthly	Index 2002=100
CES0500000039	Women Employees-To-All Employees Ratio: Total Private	Monthly	Percent
CES0600000003	Average Hourly Earnings of All Employees, Goods-Producing	Monthly	Dollars per Hour
CES0600000006	Production and Nonsupervisory Employees, Goods-Producing	Monthly	Thousands of Persons
CES0600000007	Average Weekly Hours of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Hours
CES0600000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Dollars per Hour
CES0600000010	Women Employees, Goods-Producing	Monthly	Thousands of Persons
CES0600000011	Average Weekly Earnings of All Employees, Goods-Producing	Monthly	Dollars per Week
CES0600000016	Indexes of Aggregate Weekly Hours of All Employees, Goods-Producing	Monthly	Index 2007=100
CES0600000017	Indexes of Aggregate Weekly Payrolls of All Employees, Goods-Producing	Monthly	Index 2007=100
CES0600000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Dollars per Week
CES0600000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Index 2002=100
CES0600000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Index 2002=100
CES0600000039	Women Employees-To-All Employees Ratio: Goods-Producing	Monthly	Percent
CES0800000001	All Employees, Private Service-Providing	Monthly	Thousands of Persons
CES0800000003	Average Hourly Earnings of All Employees, Private Service-Providing	Monthly	Dollars per Hour
CES0800000006	Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Thousands of Persons
CES0800000007	Average Weekly Hours of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Hours
CES0800000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Dollars per Hour
CES0800000010	Women Employees, Private Service-Providing	Monthly	Thousands of Persons
CES0800000011	Average Weekly Earnings of All Employees, Private Service-Providing	Monthly	Dollars per Week
CES0800000016	Indexes of Aggregate Weekly Hours of All Employees, Private Service-Providing	Monthly	Index 2007=100
CES0800000017	Indexes of Aggregate Weekly Payrolls of All Employees, Private Service-Providing	Monthly	Index 2007=100
CES0800000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Dollars per Week
CES0800000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Index 2002=100
CES0800000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Index 2002=100
CES0800000039	Women Employees-To-All Employees Ratio: Private Service-Providing	Monthly	Percent
CES1000000003	Average Hourly Earnings of All Employees, Mining and Logging	Monthly	Dollars per Hour
CES1000000006	Production and Nonsupervisory Employees, Mining and Logging	Monthly	Thousands of Persons
CES1000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Hours
CES1000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Dollars per Hour
CES1000000010	Women Employees, Mining and Logging	Monthly	Thousands of Persons
CES1000000011	Average Weekly Earnings of All Employees, Mining and Logging	Monthly	Dollars per Week
CES1000000016	Indexes of Aggregate Weekly Hours of All Employees, Mining and Logging	Monthly	Index 2007=100
CES1000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Mining and Logging	Monthly	Index 2007=100
CES1000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Dollars per Week
CES1000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Index 2002=100
CES1000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Index 2002=100
CES1000000039	Women Employees-To-All Employees Ratio: Mining and Logging	Monthly	Percent
CES1011330001	All Employees, Logging	Monthly	Thousands of Persons
CES1021000001	All Employees, Mining	Monthly	Thousands of Persons
CES1021100001	All Employees, Oil and Gas Extraction	Monthly	Thousands of Persons
CES1021200001	All Employees, Mining, Except Oil and Gas	Monthly	Thousands of Persons
CES1021210001	All Employees, Coal Mining	Monthly	Thousands of Persons
CES1021300001	All Employees, Support Activities for Mining	Monthly	Thousands of Persons
CES2000000003	Average Hourly Earnings of All Employees, Construction	Monthly	Dollars per Hour
CES2000000006	Production and Nonsupervisory Employees, Construction	Monthly	Thousands of Persons
CES2000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Construction	Monthly	Hours
CES2000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Construction	Monthly	Dollars per Hour
CES2000000010	Women Employees, Construction	Monthly	Thousands of Persons
CES2000000011	Average Weekly Earnings of All Employees, Construction	Monthly	Dollars per Week
CES2000000016	Indexes of Aggregate Weekly Hours of All Employees, Construction	Monthly	Index 2007=100
CES2000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Construction	Monthly	Index 2007=100
CES2000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Construction	Monthly	Dollars per Week
CES2000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Construction	Monthly	Index 2002=100
CES2000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Construction	Monthly	Index 2002=100
CES2000000039	Women Employees-To-All Employees Ratio: Construction	Monthly	Percent
CES2023600001	All Employees, Construction of Buildings	Monthly	Thousands of Persons
CES2023610001	All Employees, Residential Building	Monthly	Thousands of Persons
CES2023620001	All Employees, Nonresidential Building	Monthly	Thousands of Persons
CES2023700001	All Employees, Heavy and Civil Engineering Construction	Monthly	Thousands of Persons
CES2023800001	All Employees, Specialty Trade Contractors	Monthly	Thousands of Persons
CES2023800101	All Employees, Residential Specialty Trade Contractors	Monthly	Thousands of Persons
CES2023800201	All Employees, Nonresidential Specialty Trade Contractors	Monthly	Thousands of Persons
CES3000000003	Average Hourly Earnings of All Employees, Manufacturing	Monthly	Dollars per Hour
CES3000000004	Average Weekly Overtime Hours of All Employees, Manufacturing	Monthly	Hours
CES3000000006	Production and Nonsupervisory Employees, Manufacturing	Monthly	Thousands of Persons
CES3000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Manufacturing	Monthly	Dollars per Hour
CES3000000010	Women Employees, Manufacturing	Monthly	Thousands of Persons
